Date,HCLTECH.NS_Adj Close,INFY.NS_Adj Close,TCS.NS_Adj Close,TECHM.NS_Adj Close,WIPRO.NS_Adj Close,HCLTECH.NS_Close,INFY.NS_Close,TCS.NS_Close,TECHM.NS_Close,WIPRO.NS_Close,HCLTECH.NS_High,INFY.NS_High,TCS.NS_High,TECHM.NS_High,WIPRO.NS_High,HCLTECH.NS_Low,INFY.NS_Low,TCS.NS_Low,TECHM.NS_Low,WIPRO.NS_Low,HCLTECH.NS_Open,INFY.NS_Open,TCS.NS_Open,TECHM.NS_Open,WIPRO.NS_Open,HCLTECH.NS_Volume,INFY.NS_Volume,TCS.NS_Volume,TECHM.NS_Volume,WIPRO.NS_Volume
1996-01-01 00:00:00+00:00,,0.5070603489875793,,,0.908190906047821,,0.7966790199279785,,,1.125,,0.7966790199279785,,,1.125,,0.7910150289535522,,,1.125,,0.7949209809303284,,,1.125,,204800.0,,,19999.0
1996-01-02 00:00:00+00:00,,0.5050097107887268,,,0.8375536203384399,,0.7934569716453552,,,1.037500023841858,,0.7988280057907104,,,1.037500023841858,,0.7934569716453552,,,1.037500023841858,,0.7949209809303284,,,1.037500023841858,,204800.0,,,39999.0
1996-01-03 00:00:00+00:00,,0.5084282159805298,,,0.8678270578384399,,0.7988280057907104,,,1.0750000476837158,,0.7988280057907104,,,1.0750000476837158,,0.7988280057907104,,,1.0750000476837158,,0.7988280057907104,,,1.0750000476837158,,102400.0,,,19999.0
1996-01-04 00:00:00+00:00,,0.5050715208053589,,,0.8678270578384399,,0.7935540080070496,,,1.0750000476837158,,0.7949209809303284,,,1.0750000476837158,,0.7910150289535522,,,1.0750000476837158,,0.7910150289535522,,,1.0750000476837158,,307200.0,,,119999.0
1996-01-05 00:00:00+00:00,,0.49910447001457214,,,0.8678270578384399,,0.7841789722442627,,,1.0750000476837158,,0.7841789722442627,,,1.0750000476837158,,0.7841789722442627,,,1.0750000476837158,,0.7841789722442627,,,1.0750000476837158,,51200.0,,,0.0
1996-01-08 00:00:00+00:00,,0.5022124648094177,,,0.8678270578384399,,0.7890620231628418,,,1.0750000476837158,,0.7910150289535522,,,1.0750000476837158,,0.7851560115814209,,,1.0750000476837158,,0.7841789722442627,,,1.0750000476837158,,358400.0,,,0.0
1996-01-09 00:00:00+00:00,,0.4966186285018921,,,0.8678270578384399,,0.7802730202674866,,,1.0750000476837158,,0.78125,,,1.0824999809265137,,0.7714840173721313,,,1.0750000476837158,,0.7890620231628418,,,1.0824999809265137,,870400.0,,,39999.0
1996-01-10 00:00:00+00:00,,0.4922678768634796,,,0.8690377473831177,,0.7734370231628418,,,1.0765000581741333,,0.7753900289535522,,,1.0765000581741333,,0.7714840173721313,,,1.0750000476837158,,0.7802730202674866,,,1.0750000476837158,,358400.0,,,59999.0
1996-01-11 00:00:00+00:00,,0.5034555792808533,,,0.8678270578384399,,0.7910150289535522,,,1.0750000476837158,,0.7910150289535522,,,1.087499976158142,,0.7734370231628418,,,1.065000057220459,,0.7792959809303284,,,1.0765000581741333,,819200.0,,,79999.0
1996-01-12 00:00:00+00:00,,0.5006589889526367,,,0.8678270578384399,,0.7866209745407104,,,1.0750000476837158,,0.7871090173721313,,,1.0750000476837158,,0.78125,,,1.0750000476837158,,0.7871090173721313,,,1.0750000476837158,,358400.0,,,19999.0
1996-01-15 00:00:00+00:00,,0.495064914226532,,,0.8678270578384399,,0.7778319716453552,,,1.0750000476837158,,0.7851560115814209,,,1.0750000476837158,,0.7763670086860657,,,1.0750000476837158,,0.7763670086860657,,,1.0750000476837158,,307200.0,,,0.0
1996-01-16 00:00:00+00:00,,0.49724051356315613,,,0.8476446270942688,,0.78125,,,1.0499999523162842,,0.78125,,,1.0499999523162842,,0.7128900289535522,,,1.0499999523162842,,0.7778319716453552,,,1.0499999523162842,,358400.0,,,19999.0
1996-01-17 00:00:00+00:00,,0.49251657724380493,,,0.8476446270942688,,0.7738280296325684,,,1.0499999523162842,,0.7832030057907104,,,1.0499999523162842,,0.7714840173721313,,,1.0499999523162842,,0.78125,,,1.0499999523162842,,768000.0,,,0.0
1996-01-18 00:00:00+00:00,,0.4941326081752777,,,0.8637903332710266,,0.7763670086860657,,,1.0700000524520874,,0.7763670086860657,,,1.0700000524520874,,0.7695310115814209,,,1.0700000524520874,,0.7738280296325684,,,1.0499999523162842,,204800.0,,,19999.0
1996-01-19 00:00:00+00:00,,0.48915982246398926,,,0.8476446270942688,,0.7685539722442627,,,1.0499999523162842,,0.7714840173721313,,,1.0549999475479126,,0.7680659890174866,,,1.0499999523162842,,0.7714840173721313,,,1.0549999475479126,,512000.0,,,39999.0
1996-01-22 00:00:00+00:00,,0.4941326081752777,,,0.8637903332710266,,0.7763670086860657,,,1.0700000524520874,,0.7763670086860657,,,1.0700000524520874,,0.7714840173721313,,,1.0301250219345093,,0.7714840173721313,,,1.0301250219345093,,204800.0,,,99999.0
1996-01-23 00:00:00+00:00,,0.4925784170627594,,,0.8476446270942688,,0.7739250063896179,,,1.0499999523162842,,0.78125,,,1.0499999523162842,,0.7675780057907104,,,1.0499999523162842,,0.7675780057907104,,,1.0700000524520874,,665600.0,,,79999.0
1996-01-24 00:00:00+00:00,,0.49040284752845764,,,0.8476446270942688,,0.7705069780349731,,,1.0499999523162842,,0.7705069780349731,,,1.0499999523162842,,0.7529289722442627,,,1.0475000143051147,,0.7739250063896179,,,1.0475000143051147,,409600.0,,,39999.0
1996-01-25 00:00:00+00:00,,0.48853862285614014,,,0.8476446270942688,,0.7675780057907104,,,1.0499999523162842,,0.7709959745407104,,,1.0512499809265137,,0.7675780057907104,,,1.037500023841858,,0.7709959745407104,,,1.0487500429153442,,102400.0,,,619999.0
1996-01-26 00:00:00+00:00,,0.48853862285614014,,,0.8476446270942688,,0.7675780057907104,,,1.0499999523162842,,0.7675780057907104,,,1.0499999523162842,,0.7675780057907104,,,1.0499999523162842,,0.7675780057907104,,,1.0499999523162842,,0.0,,,0.0
1996-01-29 00:00:00+00:00,,0.48574134707450867,,,0.8476446270942688,,0.7631829977035522,,,1.0499999523162842,,0.765625,,,1.0512499809265137,,0.7631829977035522,,,1.037500023841858,,0.765625,,,1.037500023841858,,102400.0,,,439999.0
1996-01-30 00:00:00+00:00,,0.4916456937789917,,,0.8406819105148315,,0.7724599838256836,,,1.0413750410079956,,0.7753900289535522,,,1.049875020980835,,0.7714840173721313,,,1.0001250505447388,,0.7631829977035522,,,1.0499999523162842,,1433600.0,,,119999.0
1996-01-31 00:00:00+00:00,,0.49724051356315613,,,0.8406819105148315,,0.78125,,,1.0413750410079956,,0.78125,,,1.0413750410079956,,0.7675780057907104,,,1.0413750410079956,,0.7724599838256836,,,1.0413750410079956,,460800.0,,,0.0
1996-02-01 00:00:00+00:00,,0.5158864855766296,,,0.8406819105148315,,0.8105459809303284,,,1.0413750410079956,,0.8105459809303284,,,1.0413750410079956,,0.78125,,,1.0413750410079956,,0.78125,,,1.0413750410079956,,819200.0,,,0.0
1996-02-02 00:00:00+00:00,,0.534471333026886,,,0.8678270578384399,,0.8397459983825684,,,1.0750000476837158,,0.8398429751396179,,,1.0750000476837158,,0.8105459809303284,,,1.0625,,0.8105459809303284,,,1.0625,,2355200.0,,,39999.0
1996-02-05 00:00:00+00:00,,0.534532904624939,,,0.8678270578384399,,0.8398429751396179,,,1.0750000476837158,,0.8417959809303284,,,1.0750000476837158,,0.8204100131988525,,,1.0750000476837158,,0.8397459983825684,,,1.0750000476837158,,819200.0,,,0.0
1996-02-06 00:00:00+00:00,,0.5469644665718079,,,0.8476446270942688,,0.859375,,,1.0499999523162842,,0.8837890028953552,,,1.0499999523162842,,0.8398429751396179,,,1.0499999523162842,,0.8398429751396179,,,1.0499999523162842,,1382400.0,,,79999.0
1996-02-07 00:00:00+00:00,,0.5324199199676514,,,0.8476446270942688,,0.8365229964256287,,,1.0499999523162842,,0.84375,,,1.0499999523162842,,0.8339840173721313,,,1.0499999523162842,,0.859375,,,1.0499999523162842,,972800.0,,,0.0
1996-02-08 00:00:00+00:00,,0.5656104683876038,,,0.8476446270942688,,0.8886709809303284,,,1.0499999523162842,,0.8886709809303284,,,1.0499999523162842,,0.8496090173721313,,,1.0499999523162842,,0.8496090173721313,,,1.0499999523162842,,768000.0,,,0.0
1996-02-09 00:00:00+00:00,,0.5871785283088684,,,0.8476446270942688,,0.9225580096244812,,,1.0499999523162842,,0.9277340173721313,,,1.0499999523162842,,0.8300780057907104,,,1.0499999523162842,,0.8886709809303284,,,1.0499999523162842,,1382400.0,,,0.0
1996-02-12 00:00:00+00:00,,0.5805279612541199,,,0.8676244020462036,,0.9121090173721313,,,1.0747499465942383,,0.9355459809303284,,,1.0747499465942383,,0.9082030057907104,,,1.0747499465942383,,0.9225580096244812,,,1.0747499465942383,,819200.0,,,39999.0
1996-02-13 00:00:00+00:00,,0.6091192364692688,,,0.8676244020462036,,0.9570310115814209,,,1.0747499465942383,,0.9570310115814209,,,1.0747499465942383,,0.9375,,,1.0747499465942383,,0.9375,,,1.0747499465942383,,2048000.0,,,0.0
1996-02-14 00:00:00+00:00,,0.6321167945861816,,,0.8676244020462036,,0.9931640028953552,,,1.0747499465942383,,1.0009759664535522,,,1.0747499465942383,,0.9511709809303284,,,1.0747499465942383,,0.9570310115814209,,,1.0747499465942383,,972800.0,,,0.0
1996-02-15 00:00:00+00:00,,0.638083815574646,,,0.8676244020462036,,1.002539038658142,,,1.0747499465942383,,1.0058590173721313,,,1.0747499465942383,,0.9570310115814209,,,1.0747499465942383,,0.9931640028953552,,,1.0747499465942383,,2201600.0,,,0.0
1996-02-16 00:00:00+00:00,,0.6398861408233643,,,0.908190906047821,,1.0053709745407104,,,1.125,,1.015625,,,1.125,,0.9653319716453552,,,1.125,,1.002539038658142,,,1.125,,2764800.0,,,59999.0
1996-02-19 00:00:00+00:00,,0.6266469955444336,,,0.908190906047821,,0.9845700263977051,,,1.125,,0.9863280057907104,,,1.125,,0.9824209809303284,,,1.125,,1.0053709745407104,,,1.125,,1024000.0,,,0.0
1996-02-20 00:00:00+00:00,,0.6167022585868835,,,0.908190906047821,,0.9689450263977051,,,1.125,,0.9814450144767761,,,1.125,,0.96875,,,1.125,,0.9845700263977051,,,1.125,,614400.0,,,0.0
1996-02-21 00:00:00+00:00,,0.6167022585868835,,,0.908190906047821,,0.9689450263977051,,,1.125,,0.9689450263977051,,,1.125,,0.9689450263977051,,,1.125,,0.9689450263977051,,,1.125,,0.0,,,0.0
1996-02-22 00:00:00+00:00,,0.6119159460067749,,,0.908190906047821,,0.9614250063896179,,,1.125,,0.9726560115814209,,,1.125,,0.9612299799919128,,,1.125,,0.9689450263977051,,,1.125,,307200.0,,,0.0
1996-02-23 00:00:00+00:00,,0.6178210377693176,,,0.908190906047821,,0.9707030057907104,,,1.125,,0.9707030057907104,,,1.125,,0.9609370231628418,,,1.125,,0.9614250063896179,,,1.125,,153600.0,,,0.0
1996-02-26 00:00:00+00:00,,0.6215503215789795,,,0.908190906047821,,0.9765620231628418,,,1.125,,0.9765620231628418,,,1.125,,0.9663079977035522,,,1.125,,0.9707030057907104,,,1.125,,204800.0,,,19999.0
